GPS time,iTOW,EKF Raw Z Gyro,EKF Raw X Gyro,EKF Raw Y Gyro,EKF Raw X Accel,EKF Raw Y Accel,EKF Raw Z Accel
,122030.4,0.42,-0.51,-0.18,0.94,0.12,10.33
2022:122030.600,122030.6,,,,,,
,122030.9,0.42,-0.58,-0.28,0.94,0.09,10.28
2022:122031.200,122031.2,0.4,-0.81,-0.22,0.93,0.18,10.33
2022:122031.500,122031.5,0.36,-0.82,-0.22,0.98,0.03,10.29
2022:122032.000,122032,0.29,0,-0.14,,,
,122032.3,0.44,-0.69,-0.23,0.94,0.2,10.26
2022:122032.500,122032.5,0.31,-0.22,-0.48,0.93,0.14,10.22
2022:122032.700,122032.7,,,,,,
,122032.9,0.31,-0.36,-0.29,0.92,0.09,10.19
,122033.1,0.51,0.32,0.32,0.93,0.29,10.35
,122033.4,0.45,-0.9,-0.48,0.96,0.15,10.25
2022:122033.600,122033.6,0.24,-0.2,0.05,0.93,0.11,10.35
2022:122033.900,122033.9,0.35,-0.98,-0.4,0.93,0.09,10.32
2022:122034.100,122034.1,0.32,-0.07,-0.2,0.88,0.16,10.29
2022:122034.400,122034.4,0.52,-1.04,-0.62,0.92,0.22,10.21
2022:122034.700,122034.7,0.17,-0.6,-0.33,0.81,0.23,10.28
2022:122035.000,122035,0.86,-1.28,-1.01,0.93,-0.01,10.33
,122035.5,0.93,-1.74,-1.07,1,0.02,10.34
2022:122035.700,122035.7,0.64,-1.72,-0.91,0.96,-0.09,10.27
2022:122035.900,122035.9,0.44,-0.65,-0.38,0.98,0.02,10.27
2022:122036.200,122036.2,0.52,-1.12,-0.91,1.07,-0.13,10.32
2022:122036.400,122036.4,0.29,0.42,-0.2,0.97,-0.04,10.25
2022:122036.600,122036.6,0.3,-0.35,-0.06,1.05,-0.04,10.33
2022:122036.800,122036.8,0.36,-0.22,-0.19,1.1,-0.2,10.36
2022:122037.100,122037.1,0.46,-0.11,-0.21,1.01,-0.14,10.22
2022:122037.400,122037.4,0.32,-0.05,-0.09,1,-0.07,10.21
2022:122037.700,122037.7,0.31,0.16,0.04,1.04,-0.16,10.18
2022:122038.000,122038,0.58,-0.31,-0.68,1.01,-0.05,10.31
2022:122038.300,122038.3,0.25,0.05,0.2,1.03,-0.26,10.26
2022:122038.500,122038.5,0.48,-0.38,-0.6,1.03,-0.14,10.34
,122038.7,0.34,-0.53,-0.07,1.04,-0.23,10.34
2022:122038.900,122038.9,0.32,-0.22,-0.26,1.04,-0.16,10.27
2022:122039.100,122039.1,0.31,-0.39,0.03,1.05,-0.08,10.29
2022:122039.300,122039.3,0.38,-0.75,-0.43,1.04,-0.12,10.27
2022:122039.500,122039.5,0.31,-0.47,-0.17,1.04,-0.04,10.29
2022:122039.700,122039.7,0.44,-0.38,-0.3,1.08,-0.21,10.26
2022:122039.900,122039.9,0.37,-0.39,-0.18,1.02,-0.15,10.26
,122040.2,0.32,-0.15,-0.18,1.03,-0.08,10.27
2022:122040.500,122040.5,0.37,-0.09,-0.22,1.02,-0.1,10.29
,122040.7,,,,,,
2022:122040.900,122040.9,0.29,0.03,-0.12,1.03,0,10.29
2022:122041.100,122041.1,0.34,0.03,-0.16,1,-0.06,10.26
2022:122041.400,122041.4,0.23,0.34,-0.15,1,-0.05,10.27
2022:122041.600,122041.6,0.47,-0.26,-0.45,1.02,-0.02,10.33
2022:122041.800,122041.8,0.49,-0.82,-0.42,1.02,-0.1,10.3
,122042,0.43,-0.66,-0.4,1.01,-0.04,10.26
2022:122042.300,122042.3,0.33,-0.27,-0.23,1.02,-0.03,10.25
2022:122042.500,122042.5,0.26,-0.28,-0.14,0.98,-0.06,10.27
2022:122042.700,122042.7,0.42,-0.04,-0.27,1.03,-0.04,10.25
,122042.9,0.32,-0.22,-0.22,0.99,-0.09,10.31
2022:122043.200,122043.2,0.36,-0.14,-0.14,1.01,-0.13,10.29
2022:122043.500,122043.5,0.45,-0.48,-0.39,1.02,-0.1,10.27
2022:122043.800,122043.8,0.34,-0.7,-0.36,1.05,-0.07,10.38
2022:122044.000,122044,0.4,-0.82,-0.22,1.02,-0.14,10.22
2022:122044.300,122044.3,0.36,-0.25,-0.26,1.09,-0.14,10.32
2022:122044.500,122044.5,0.3,-0.01,-0.32,0.98,-0.06,10.34
2022:122044.700,122044.7,0.38,-0.39,-0.31,1.04,0.08,10.3
,122044.9,0.31,-0.26,-0.08,1.02,-0.21,10.29
2022:122045.100,122045.1,0.31,-0.22,-0.03,1.04,-0.07,10.31
2022:122045.400,122045.4,0.38,-0.72,-0.34,1.03,-0.1,10.31
2022:122045.600,122045.6,0.31,-0.33,-0.15,1.03,-0.06,10.26
2022:122045.800,122045.8,0.42,-0.44,-0.25,1.04,-0.18,10.28
2022:122046.000,122046,0.38,-0.2,-0.18,1.03,-0.14,10.33
2022:122046.300,122046.3,0.44,-0.63,-0.34,1.05,-0.14,10.33
,122046.5,0.26,-0.28,-0.05,1.02,-0.12,10.27
,122046.7,0.37,-0.53,-0.3,1.06,-0.04,10.24
2022:122046.900,122046.9,0.35,0.13,-0.06,1,-0.13,10.24
,122047.1,0.42,-0.22,-0.11,1.05,-0.1,10.29
2022:122047.400,122047.4,0.42,-0.64,-0.3,1.02,-0.17,10.28
2022:122047.600,122047.6,0.3,-0.37,-0.22,1.05,-0.12,10.31
2022:122047.800,122047.8,0.42,-0.08,-0.27,1,-0.07,10.26
2022:122048.000,122048,0.4,-0.16,-0.25,1.03,-0.08,10.29
2022:122048.300,122048.3,0.4,-0.3,-0.2,1.02,-0.08,10.29
2022:122048.500,122048.5,0.38,-0.24,-0.16,1.05,-0.09,10.33
2022:122048.800,122049.1,0.38,-0.18,-0.2,1.03,-0.08,10.25
2022:122049.100,122049.4,0.3,-0.32,-0.18,1.03,-0.01,10.31
2022:122049.400,122049.7,0.39,-0.79,-0.37,1.03,-0.05,10.29
2022:122049.700,122050,0.36,-0.33,-0.24,1.01,0.07,10.32
2022:122050.000,122050.3,0.49,-0.41,-0.38,1,-0.07,10.24
2022:122050.300,122050.5,0.32,0.04,-0.18,1.02,-0.03,10.27
2022:122050.500,122050.7,0.42,-0.44,-0.32,1,-0.04,10.28
2022:122050.700,122050.9,0.34,-0.35,-0.41,1.02,0.05,10.33
2022:122051.100,122051.1,0.4,-0.69,-0.41,0.99,-0.19,10.28
2022:122051.400,122051.4,0.36,0.04,-0.13,0.95,-0.02,10.25
2022:122051.700,122052,0.29,-0.53,-0.05,1.04,-0.08,10.27
2022:122052.000,122052.3,0.29,-0.48,-0.3,1,-0.03,10.28
2022:122052.300,122052.5,0.41,-0.42,-0.14,1.01,-0.11,10.29
2022:122052.500,122052.8,0.4,-0.48,-0.24,1.07,-0.15,10.28
2022:122052.800,122053,0.41,-0.11,-0.37,1.02,-0.04,10.31
,122053.3,0.25,-0.05,-0.01,0.99,-0.05,10.28
2022:122053.700,122053.7,0.4,-0.2,-0.17,1.04,-0.16,10.31
,122053.9,,,,,,
2022:122054.100,122054.1,0.35,0.13,-0.22,1.02,-0.1,10.27
2022:122054.400,122054.4,0.42,-0.93,-0.34,1.04,-0.07,10.28
,122054.6,0.31,-0.3,-0.21,1,-0.01,10.23
2022:122054.900,122054.9,0.36,-0.41,-0.35,1,-0.03,10.28
2022:122055.200,122055.2,0.42,-0.29,-0.17,1,-0.03,10.33
2022:122055.500,122055.5,0.39,-0.82,-0.33,1.05,-0.08,10.26
,122055.8,0.29,0.01,-0.1,1.03,-0.09,10.27
,122056,0.45,-0.51,-0.25,1.04,-0.15,10.31
2022:122056.300,122056.3,0.35,-0.3,-0.15,1.04,-0.17,10.3
2022:122056.500,122056.5,0.35,-0.57,-0.26,1.03,-0.1,10.32
2022:122056.700,122056.7,0.41,-0.57,-0.2,1.04,-0.11,10.26
2022:122056.900,122056.9,0.33,-0.12,-0.1,1.02,-0.07,10.29
,122057.1,0.37,-0.26,-0.16,1.03,-0.14,10.3
2022:122057.400,122057.4,0.34,-0.23,-0.13,1.03,-0.13,10.3
,122057.6,0.42,-0.55,-0.25,1.04,-0.13,10.3
2022:122057.800,122057.8,0.35,-0.04,-0.23,1,-0.06,10.28
2022:122058.000,122058,0.38,-0.2,-0.18,1.02,-0.07,10.31
2022:122058.300,122058.3,0.34,-0.56,-0.3,1.02,-0.02,10.32
,122058.5,0.39,-0.24,-0.17,1.04,-0.13,10.29
,122058.7,0.42,-0.38,-0.29,1.04,-0.16,10.32
2022:122058.900,122058.9,0.33,-0.22,-0.24,1.01,-0.03,10.27
,122059.1,0.37,-0.22,-0.27,1.01,-0.05,10.28
2022:122059.400,122059.4,0.34,-0.08,-0.19,1.03,-0.07,10.25
,122059.6,0.4,-0.16,-0.19,1.03,-0.11,10.3
2022:122059.800,122059.8,0.4,-0.53,-0.32,1.03,0,10.25
2022:122060.000,122060,,,,,,
,122060.3,0.3,-0.19,-0.22,0.99,0,10.29
,122060.5,0.41,-0.79,-0.28,1.04,-0.1,10.3
,122060.7,0.32,-0.19,-0.18,1.03,-0.08,10.22
2022:122060.900,122060.9,0.38,-0.58,-0.3,1.03,0.03,10.32
2022:122061.100,122061.1,0.37,-0.24,-0.18,1.05,-0.2,10.29
2022:122061.400,122061.4,0.38,-0.39,-0.17,1.03,-0.1,10.35
2022:122061.600,122061.6,0.4,-0.78,-0.28,1.02,-0.13,10.32
2022:122061.800,122061.8,0.34,0,-0.23,1,-0.07,10.29
2022:122062.100,122062.1,0.41,-0.65,-0.36,1.03,-0.06,10.26
2022:122062.400,122062.4,0.34,-0.33,-0.24,1.01,-0.02,10.24
2022:122062.700,122062.7,0.38,-0.31,-0.31,1.02,0,10.28
2022:122062.900,122062.9,0.34,-0.23,-0.08,1.06,-0.11,10.23
,122063.1,0.4,-0.13,-0.11,1.02,-0.13,10.26
,122063.4,0.52,-0.17,-0.32,1.11,-0.14,10.23
2022:122063.600,122063.6,0.2,-0.63,-0.21,1.02,-0.04,10.33
,122063.8,0.56,-0.72,-0.56,1.09,-0.16,10.28
2022:122064.000,122064,0.28,-0.01,-0.18,0.98,-0.04,10.21
2022:122064.300,122064.3,0.41,-0.53,-0.25,1.04,-0.08,10.25
2022:122064.500,122064.5,0.29,-0.14,-0.1,1.02,-0.06,10.3
,122064.8,0.37,-0.5,-0.28,0.97,-0.09,10.31
2022:122065.000,122065,0.25,-0.27,-0.08,0.65,-0.07,10.35
,122065.3,0.43,-0.42,-0.15,0.56,-0.1,10.34
2022:122065.500,122065.5,0.49,-0.19,0.11,0.39,-0.13,10.34
2022:122065.800,122065.8,0.57,-0.14,-0.04,0.2,-0.16,10.29
2022:122066.000,122066,0.85,-0.35,-0.33,0.2,-0.06,10.42
2022:122066.300,122066.3,0.99,-0.26,-0.06,0.24,-0.17,10.45
2022:122066.500,122066.5,1.66,-0.35,0.11,0.26,-0.23,10.38
,122066.7,1.68,0.47,0.34,0.16,-0.26,10.16
2022:122066.900,122066.9,2.09,-0.33,-0.48,0.16,-0.14,10.52
2022:122067.100,122067.1,2.22,0.3,-0.45,0.16,-0.3,10.29
2022:122067.400,122067.4,2.8,0.4,-0.03,0.17,-0.11,10.51
,122067.6,3.06,-0.99,-0.41,0.23,-0.33,10.37
2022:122067.800,122067.8,2.95,0.82,-0.41,0.22,-0.24,10.31
,122068,3.48,0.65,-0.46,0.23,-0.17,10.43
2022:122068.300,122068.3,4.38,0.6,-0.93,0.56,-0.4,10.72
,122068.7,5.23,-0.5,-1.33,0.22,-0.21,10.37
2022:122068.900,122068.9,5.82,-0.18,-0.86,0.42,-0.6,10.28
2022:122069.100,122069.1,6.78,1.28,-1,0.57,-0.42,10.49
,122069.5,7.87,-0.55,-1.71,0.51,-0.59,10.37
,122069.7,7.98,1.77,-1.32,0.85,-0.57,10.09
,122069.9,8.91,1.84,-0.95,1.06,-0.73,10.05
2022:122070.400,122070.4,9.29,2.46,-1.79,1.17,-0.74,10.18
2022:122070.600,122070.6,9.26,3.28,0.26,1.2,-0.58,10.27
2022:122070.800,122070.8,10.13,1.33,-1.81,1.25,-0.71,10.16
,122071,10.31,1.85,-2.09,1.13,-0.54,9.87
2022:122071.300,122071.3,9.62,4.86,-1.7,1.36,-0.6,10.18
,122071.6,10.53,2.15,-1.22,1.17,-0.18,10.09
,122071.8,11.11,-0.15,-1.64,1.38,-0.53,10.68
,122072,9.59,4.06,-0.57,0.95,-0.57,9.81
2022:122072.300,122072.3,9.66,3.2,3.02,1.33,-0.08,11.15
,122072.5,11.48,-2.4,0.14,1.43,-0.31,11.07
,122072.7,10.21,0.46,0.24,1.21,-0.69,9.35
2022:122072.900,122072.9,9.73,1.85,0.44,1.45,-0.6,10.54
2022:122073.100,122073.1,9.1,-0.41,-1.81,1.17,-0.18,10.11
2022:122073.400,122073.4,8.17,0.9,0.75,1.42,-0.42,10.13
2022:122073.600,122073.6,6.63,0.12,-0.59,1.27,-0.35,10.8
,122073.8,5.95,1.65,0.25,1.43,-0.17,9.78
2022:122074.000,122074,3.94,3.41,2.56,1.1,-0.01,9.87
2022:122074.300,122074.3,4.75,-0.76,-0.05,1.7,-0.11,10.97
,122074.5,2.22,1.31,-0.85,1.4,0.05,10.35
,122074.8,3.08,-0.95,1.01,1.56,0.04,9.78
2022:122075.100,122075.1,3.46,-1.38,0.36,1.61,-0.4,9.48
2022:122075.700,122075.7,3.36,-1.9,-0.29,2.17,-0.18,10.4
2022:122076.000,122076,4.94,-1.76,-4,2.19,-0.75,9.9
2022:122076.300,122076.3,3.58,0.4,0.93,1.98,-0.67,10.12
,122076.6,4.5,-1.56,-1.89,1.61,-0.57,11.03
2022:122076.900,122076.9,2.99,1.22,2.08,1.42,-0.47,10.14
,122077.1,4.01,-0.33,-1.25,1.65,-0.72,10.28
2022:122077.400,122077.4,3.86,-0.53,-1.11,1.24,-0.34,10.16
2022:122077.700,122077.7,2.76,1.25,1.83,1.36,-0.24,10.52
2022:122077.900,122077.9,2.54,-1.91,0.61,1.32,-0.45,10.27
2022:122078.100,122078.1,2.03,1.91,0.12,1.09,-0.37,9.86
2022:122078.300,122078.3,2.24,-0.39,-0.07,1.68,-0.21,11.13
2022:122078.500,122078.5,1.77,-0.88,-1.36,1.36,-0.25,10.81
2022:122078.800,122078.8,0.13,1.6,-0.07,1.46,-0.19,10.25
2022:122079.100,122079.1,1.09,-0.46,-0.14,1.14,-0.22,9.65
,122079.4,0.6,1.07,-1.38,1.63,-0.02,10.64
2022:122079.600,122079.6,0.61,0,-0.99,1.08,0.07,9.62
2022:122079.900,122079.9,0.15,1.86,2.44,1.67,-0.28,10.17
2022:122080.200,122080.2,1.23,-1.71,-2.46,1.74,-0.02,10.68
2022:122080.500,122080.5,-0.1,0.35,2.04,1.24,0.01,9.77
2022:122080.700,122080.7,1.18,-1.17,-2.15,1.43,-0.06,10.64
2022:122080.900,122080.9,0.81,0.74,1.45,1.31,-0.19,9.7
2022:122081.100,122081.1,0.95,-0.79,0.69,1.16,-0.03,9.85
,122081.4,1.24,-0.63,0.09,1.39,-0.18,10.94
,122081.6,0.63,0.01,-0.1,1.31,-0.18,9.94
,122081.8,0.64,0.67,-1.1,1.03,0.11,9.89
2022:122082.000,122082,0.43,-0.05,-0.95,1.32,-0.25,10.01
2022:122082.300,122082.3,0.66,0.28,-1.92,1.21,0.01,10.15
2022:122082.600,122082.6,-0.33,1.39,1.5,1.02,-0.11,9.85
2022:122082.900,122082.9,-0.13,0.67,1.5,1.46,-0.02,10.62
2022:122083.200,122083.2,0.05,-1.68,1.06,1.25,-0.08,10.5
,122083.4,-0.29,-0.58,-1,1.23,0.02,9.92
,122083.6,0.08,-0.15,1.42,1.44,-0.14,10.5
2022:122083.800,122083.8,-0.15,-0.72,-1.19,1.22,0.08,10.04
2022:122084.000,122084,0.22,-1,-0.47,1.26,-0.07,9.79
2022:122084.300,122084.3,-0.49,0.57,-0.43,1.27,-0.24,10.24
,122084.5,-0.74,0.02,-0.11,1.3,0.1,10.33
2022:122084.700,122084.7,-0.52,-1.05,0.11,1.4,0.06,10.31
2022:122084.900,122084.9,-0.7,0.18,-0.82,1.17,-0.02,10.16
2022:122085.200,122085.2,-0.51,-0.57,-0.06,1.08,-0.06,10.18
2022:122085.500,122085.5,0.24,-1.19,-0.46,1.25,-0.03,10.49
2022:122085.800,122085.8,1.1,0.16,1.28,1.12,-0.48,10.26
2022:122086.100,122086.1,1.26,-0.17,-1.18,1.07,-0.13,10.27
2022:122086.400,122086.4,2.45,-2.92,-0.29,1.15,-0.07,10.64
2022:122086.600,122086.6,1.84,-0.64,-2.11,1.21,-0.35,10.15
,122086.8,1.5,1.09,2.23,1.13,-0.31,10.04
2022:122087.000,122087,1.95,-1.34,1.06,1.16,-0.08,10.42
2022:122087.300,122087.3,1.8,-0.73,-1,0.99,-0.34,10.14
2022:122087.500,122087.5,1.19,-0.57,-1.94,1.25,-0.15,10.48
2022:122087.700,122087.7,1.79,-0.26,0.2,1.2,-0.13,10.32
,122087.9,1.42,0.26,2.01,1.09,-0.5,10.06
2022:122088.200,122088.2,1.37,1.13,0.24,0.99,-0.17,10.25
2022:122088.500,122088.5,2.03,-0.61,0.66,1.14,-0.22,10.41
,122088.7,1.3,1.31,-0.01,1.24,-0.15,10.71
2022:122089.000,122089,2.6,-0.45,-1.13,0.95,-0.51,9.84
2022:122089.300,122089.3,1.88,1.57,1.58,0.98,-0.08,9.94
2022:122089.600,122089.6,,,,,,
,122089.8,2.49,-0.03,1.64,1.19,-0.3,10.54
,122090,2.57,-0.99,-0.4,1.18,-0.33,9.98
2022:122090.200,122090.2,3.01,0.43,2.01,1.33,-0.52,10.25
2022:122090.400,122090.4,4.43,-1.16,-2.99,,,
2022:122090.600,122090.6,3.82,0.76,2.87,1.86,-0.59,10.61
,122090.8,4.45,0.89,-0.62,1.3,-0.5,9.27
2022:122091.000,122091,3.36,0.1,0.69,1.77,-0.64,10.66
2022:122091.300,122091.3,2.74,0.13,-0.19,1.96,-0.27,10.52
,122091.6,3.75,-0.64,0.28,1.32,-0.18,9.8
2022:122091.800,122091.8,2.64,0.23,-3.82,1.74,-0.34,10.29
2022:122092.000,122092,3.35,-0.57,0.26,1.59,-0.32,10.41
2022:122092.300,122092.3,3.23,-0.21,0.63,1.47,-0.44,9.4
2022:122092.600,122092.6,3.14,0.58,-0.65,1.65,-0.29,10.42
,122092.9,3.13,0.24,-0.7,1.67,-0.32,9.98
,122093.1,2.65,3.15,0.48,1.52,-0.5,9.34
2022:122093.400,122093.4,3.28,-1.17,-0.99,2.07,-0.18,10.77
2022:122093.700,122093.7,3.09,-0.37,-0.85,2.09,-0.43,10.07
2022:122093.900,122093.9,3.05,-0.79,-1.83,2.42,-0.27,10.19
2022:122094.200,122094.2,3.22,-0.61,-0.21,2.15,-0.32,10.28
,122094.5,2.73,0.73,1.35,1.98,-0.38,9.95
,122094.8,3.09,-0.43,-0.77,1.78,-0.27,10.31
2022:122095.000,122095,2.9,-0.36,-0.17,1.66,-0.24,10.19
2022:122095.300,122095.3,2.59,-0.18,-0.8,1.38,-0.34,9.94
,122095.6,2.13,0.25,-0.91,1.6,-0.12,10.42
2022:122095.900,122095.9,2.24,-0.09,-0.93,1.61,-0.26,10
2022:122096.100,122096.1,2.14,0.46,-0.42,1.56,-0.15,10.11
2022:122096.400,122096.4,2.05,-0.63,-0.9,1.76,-0.27,10.3
,122096.6,1.89,0.26,0.17,1.74,-0.22,10.28
2022:122096.800,122096.8,1.77,-0.11,-0.33,1.45,-0.19,10.22
2022:122097.000,122097,1.32,0.27,-0.01,1.58,-0.12,10.29
2022:122097.300,122097.3,1.4,-0.35,-0.45,1.18,-0.15,10.29
2022:122097.600,122097.6,1.39,0.32,0.09,1.11,-0.21,10.17
2022:122097.900,122097.9,1.52,-0.34,-0.22,1.16,-0.14,10.36
2022:122098.200,122098.2,1.51,-0.33,-0.14,1.09,-0.1,10.22
2022:122098.500,122098.5,1.52,-0.64,-0.16,1.11,-0.27,10.29
2022:122098.800,122098.8,1.55,-0.5,-0.28,1.05,-0.17,10.3
2022:122099.000,122099,1.39,-0.13,-0.33,1.15,-0.23,10.26
2022:122099.200,122099.2,1.62,0.14,0.19,1.05,-0.17,10.29
,122099.5,1.58,-0.67,-0.25,1.03,-0.25,10.31
2022:122099.700,122099.7,1.66,0.2,0.12,1.02,-0.23,10.2
2022:122099.900,122099.9,1.6,0.01,0.08,1.02,-0.22,10.28
2022:122100.200,122100.2,1.77,-0.21,0.02,0.87,-0.19,10.28
2022:122100.500,122100.5,1.91,-0.28,-0.21,0.87,-0.25,10.35
2022:122100.800,122100.8,2.06,-0.16,-0.03,0.81,-0.23,10.21
,122101,2.12,-0.3,-0.15,0.85,-0.32,10.18
2022:122101.300,122101.3,2.49,-0.48,-0.4,0.93,-0.24,10.47
2022:122101.600,122101.6,2.34,-0.58,-0.23,0.84,-0.36,10.13
,122101.8,2.44,-0.28,-0.05,0.87,-0.29,10.31
2022:122102.000,122102,2.35,0.13,0.14,0.88,-0.39,10.31
,122102.3,,,,,,
2022:122102.500,122102.5,2.33,-0.06,0.41,0.73,-0.36,10.26
,122102.7,2.28,-0.14,0.49,0.77,-0.3,10.51
2022:122103.000,122103,2.65,-0.63,0.05,0.65,-0.3,10.29
2022:122103.300,122103.3,2.52,-0.52,0.25,0.71,-0.46,10.44
2022:122103.500,122103.5,2.41,-0.03,-0.23,0.69,-0.3,10.44
2022:122103.700,122103.7,2.07,-0.17,-0.32,0.49,-0.3,10.17
2022:122104.000,122104,1.15,-0.34,-0.68,0.56,-0.17,10.25
2022:122104.300,122104.3,0.59,0.11,-0.15,0.62,-0.31,10.25
2022:122104.600,122104.6,0.14,-0.37,-0.64,0.63,-0.06,10.4
2022:122104.900,122104.9,0.1,-0.8,-0.62,0.58,-0.31,10.03
2022:122105.100,122105.1,-0.22,-0.11,0.29,0.73,-0.17,10.68
2022:122105.400,122105.4,-0.31,-0.54,-0.61,0.66,-0.33,10.5
2022:122105.600,122105.6,-0.13,-0.82,-0.33,0.53,-0.08,10.37
2022:122105.900,122105.9,0.06,-0.82,0.29,0.61,-0.36,10.33
2022:122106.200,122106.2,-0.45,0.32,-0.54,0.63,-0.26,10.37
2022:122106.400,122106.4,-0.26,-0.1,0.57,0.53,-0.2,10.28
2022:122106.600,122106.6,0.02,-0.69,0.07,0.68,-0.31,10.65
,122106.8,-0.01,-0.02,0.07,0.45,-0.25,10.18
2022:122107.000,122107,0.45,-0.79,-1.18,0.55,-0.25,10.41
2022:122107.300,122107.3,0.48,-0.64,-2.08,0.44,-0.34,10.09
,122107.5,0.59,0.36,-1.47,0.51,-0.25,9.92
2022:122107.800,122107.8,0.47,-0.51,1.1,0.82,-0.17,10.95
2022:122108.000,122108,0.87,-0.23,0.12,0.42,-0.32,9.61
2022:122108.200,122108.2,0.7,-0.62,-0.36,0.57,-0.19,10.88
2022:122108.400,122108.4,0.22,-0.22,-0.33,0.62,-0.18,10.53
2022:122108.700,122108.7,0.24,0.27,0.11,0.56,-0.27,9.99
,122109,0.06,-0.51,0.81,0.68,-0.1,10.65
,122109.3,0.69,-1.42,0.32,0.63,-0.23,10.34
2022:122109.500,122109.5,-0.01,-0.59,-0.31,1.06,-0.22,10.08
2022:122109.800,122109.8,0.94,-0.8,-0.46,0.95,-0.43,9.94
2022:122110.100,122110.1,0.35,0.31,0.89,1.09,-0.24,10.31
2022:122110.400,122110.4,0.85,-0.65,0.19,1.17,-0.32,10.86
2022:122110.700,122110.7,0.26,1.1,0.11,0.8,-0.24,9.5
2022:122110.900,122110.9,0.73,0.65,0.42,0.99,-0.45,9.96
2022:122111.100,122111.1,0.11,0.2,-2.25,1.22,-0.02,10.79
2022:122111.400,122111.4,0.31,-0.85,0.51,1.18,-0.1,10.67
2022:122111.600,122111.9,0.14,1.13,2.04,1.32,-0.34,10.58
2022:122111.900,122112.2,1.01,-1.93,-0.82,0.94,-0.09,10.28
2022:122112.500,122112.5,0.64,-0.31,-0.51,1.15,-0.09,10.28
2022:122112.800,122112.8,1.07,-1.65,-0.99,1.24,-0.28,10.48
2022:122113.100,122113.1,0.37,-0.88,-0.64,1.24,0.09,10.34
2022:122113.400,122113.4,0.49,0.1,0.62,1.12,-0.1,9.9
2022:122113.700,122113.7,0.38,0.09,1.33,1.36,-0.21,10.17
,122113.9,-0.22,-1.01,-1.49,1.42,-0.11,10
2022:122114.100,122114.1,0.78,-0.01,-0.35,1.8,-0.46,9.32
,122114.4,-0.42,0.04,-0.42,2.03,-0.02,10.75
,122114.6,0.61,0.25,-1.43,1.84,-0.29,9.82
2022:122114.800,122114.8,0.37,-1.62,0.56,2.03,-0.14,10.19
2022:122115.100,122115.1,-0.77,-0.66,0.65,2.18,-0.05,10.37
2022:122115.400,122115.4,-2.47,1.62,0.35,0.67,0.33,10.65
2022:122115.700,122115.7,-0.95,-4.23,-0.8,1.17,-0.55,10.14
2022:122116.000,122116,-1.25,-0.28,0.7,1.26,-0.09,10.63
2022:122116.300,122116.3,-0.08,-0.55,-0.61,1.21,-0.43,10.03
2022:122116.900,122116.9,1.74,-2.17,-0.05,0.96,-0.28,10.4
2022:122117.200,122117.2,1.88,-1.56,-0.87,1.02,-0.88,9.92
2022:122117.400,122117.4,1.08,2.14,1.33,0.88,-0.32,10.49
2022:122117.600,122117.6,2.98,-1.69,-1.34,0.71,-0.41,10.36
,122117.8,2.65,1.34,-0.15,0.7,-0.54,10.2
2022:122118.100,122118.1,3.56,-0.12,-0.56,0.53,-0.42,10.33
2022:122118.400,122118.4,3.65,-0.23,-1,0.65,-0.46,10.44
,122118.6,3.79,0.06,-0.9,0.42,-0.54,10.16
,122118.9,3.82,0.03,0.74,0.37,-0.54,10.09
2022:122119.200,122119.2,4.67,-1.12,-0.27,0.94,-0.54,10.09
2022:122119.500,122119.5,3.17,0.22,0.41,1.05,-0.55,10.49
2022:122119.800,122119.8,3.41,-0.37,-0.65,1.03,-0.56,10.18
,122120,3.12,0.08,-0.82,1.06,-0.56,10.17
,122120.3,2.94,0.53,0.56,1.09,-0.35,10.5
2022:122120.500,122120.5,2.69,0.01,0.15,0.98,-0.25,10.24
2022:122120.700,122120.7,2.01,-0.5,-0.55,1.08,-0.46,10.26
2022:122121.100,122121.1,1.51,-0.63,-0.38,1.31,-0.22,10.62
2022:122121.400,122121.4,1.65,-0.13,-1.64,1.88,-0.47,10
2022:122121.700,122121.7,0.73,0.69,-0.31,1.41,-0.17,9.9
2022:122122.000,122122,0.54,0.24,-0.47,1.12,-0.44,10.42
2022:122122.300,122122.3,0.2,0.68,0.24,1.09,-0.39,10.2
2022:122122.500,122122.5,0.31,-0.08,0.74,1.13,-0.17,10.53
2022:122122.800,122123.1,0.51,-1.54,-0.01,1,-0.43,10.54
2022:122123.100,122123.4,0.52,-0.72,-0.73,0.79,-0.34,10.44
2022:122123.400,122123.7,0.92,0.01,0.23,0.7,-0.47,10.14
2022:122123.700,122123.9,1.03,0.21,-0.36,0.7,-0.31,10.41
2022:122124.100,122124.1,2.18,-0.6,0.27,0.61,-0.49,10.31
2022:122124.400,122124.4,2.03,0.32,0.1,0.56,-0.32,10.17
2022:122124.800,122124.8,1.75,0.33,0.48,0.66,-0.27,10.65
,122125.1,1.47,1.4,0.08,0.65,-0.35,10.47
2022:122125.400,122125.4,1.61,-0.54,0.88,0.65,-0.25,10.51
2022:122125.700,122125.7,,,,,,
2022:122125.900,122125.9,1.22,1.17,0.94,0.74,-0.33,10.72
,122126.1,1.69,-0.87,-0.49,0.54,-0.47,10.29
2022:122126.400,122126.4,1.48,0.22,0.11,0.81,-0.2,10.56
2022:122126.600,122126.6,,,,,,
,122126.8,-1.04,6.01,3.31,0.31,-0.41,8.95
2022:122127.100,122127.1,0.84,-1.66,0.1,1.06,-0.25,11.83
